gene	Level1	Level2	Level3	Level4
PTGDR2	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
SIGLEC8	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
SIGLEC10	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
LTC4S	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
EPX	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
CD69	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
RNASE3	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
RNASE2	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
IL5	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
PRG2	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
PRG3	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
CPA3	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
IKZF2	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
CCL11	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
CCL5	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
CSF2	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
IL5RA	Hematopoietic cell	Granulocyte	Eosinophils	Eosinophils
FOXJ1	Neural cell	Glial cell	Astrocyte	Ependymal cells
TRIM71	Neural cell	Glial cell	Astrocyte	Ependymal cells
SIX3	Neural cell	Glial cell	Astrocyte	Ependymal cells
USP18	Neural cell	Glial cell	Astrocyte	Ependymal cells
AQP4	Neural cell	Glial cell	Astrocyte	Ependymal cells
CELSR2	Neural cell	Glial cell	Astrocyte	Ependymal cells
AQP1	Neural cell	Glial cell	Astrocyte	Ependymal cells
GFAP	Neural cell	Glial cell	Astrocyte	Ependymal cells
ENKUR	Neural cell	Glial cell	Astrocyte	Ependymal cells
FAM216B	Neural cell	Glial cell	Astrocyte	Ependymal cells
KRT15	Neural cell	Glial cell	Astrocyte	Ependymal cells
CATIP	Neural cell	Glial cell	Astrocyte	Ependymal cells
DNAH12	Neural cell	Glial cell	Astrocyte	Ependymal cells
FAM166B	Neural cell	Glial cell	Astrocyte	Ependymal cells
IQCG	Neural cell	Glial cell	Astrocyte	Ependymal cells
SPEF2	Neural cell	Glial cell	Astrocyte	Ependymal cells
MYO16	Neural cell	Glial cell	Astrocyte	Ependymal cells
ODF3B	Neural cell	Glial cell	Astrocyte	Ependymal cells
PLXNB2	Neural cell	Glial cell	Astrocyte	Ependymal cells
TEKT1	Neural cell	Glial cell	Astrocyte	Ependymal cells
CHEK2	Neural cell	Glial cell	Astrocyte	Ependymal cells
CROCC	Neural cell	Glial cell	Astrocyte	Ependymal cells
NME9	Neural cell	Glial cell	Astrocyte	Ependymal cells
CFAP126	Neural cell	Glial cell	Astrocyte	Ependymal cells
MEIG1	Neural cell	Glial cell	Astrocyte	Ependymal cells
HSPA2	Neural cell	Glial cell	Astrocyte	Ependymal cells
CFAP65	Neural cell	Glial cell	Astrocyte	Ependymal cells
LRRC23	Neural cell	Glial cell	Astrocyte	Ependymal cells
TEKT4	Neural cell	Glial cell	Astrocyte	Ependymal cells
CALML4	Neural cell	Glial cell	Astrocyte	Ependymal cells
PIFO	Neural cell	Glial cell	Astrocyte	Ependymal cells
CRYGN	Neural cell	Glial cell	Astrocyte	Ependymal cells
HDC	Neural cell	Glial cell	Astrocyte	Ependymal cells
PCP4L1	Neural cell	Glial cell	Astrocyte	Ependymal cells
DYNLRB2	Neural cell	Glial cell	Astrocyte	Ependymal cells
TMEM107	Neural cell	Glial cell	Astrocyte	Ependymal cells
RIIAD1	Neural cell	Glial cell	Astrocyte	Ependymal cells
TMEM212	Neural cell	Glial cell	Astrocyte	Ependymal cells
RSPH1	Neural cell	Glial cell	Astrocyte	Ependymal cells
CCDC153	Neural cell	Glial cell	Astrocyte	Ependymal cells
AK7	Neural cell	Glial cell	Astrocyte	Ependymal cells
RARRES2	Neural cell	Glial cell	Astrocyte	Ependymal cells
PVALB	Neural cell	Glial cell	Astrocyte	Ependymal cells
ANGPTL2	Neural cell	Glial cell	Astrocyte	Ependymal cells
CFAP54	Neural cell	Glial cell	Astrocyte	Ependymal cells
STOML3	Neural cell	Glial cell	Astrocyte	Ependymal cells
PLTP	Neural cell	Glial cell	Astrocyte	Ependymal cells
SSPO	Neural cell	Glial cell	Astrocyte	Ependymal cells
EFNB3	Neural cell	Glial cell	Astrocyte	Ependymal cells
MYB	Neural cell	Glial cell	Astrocyte	Ependymal cells
RFX2	Neural cell	Glial cell	Astrocyte	Ependymal cells
ZMYND10	Neural cell	Glial cell	Astrocyte	Ependymal cells
AK8	Neural cell	Glial cell	Astrocyte	Ependymal cells
CFAP44	Neural cell	Glial cell	Astrocyte	Ependymal cells
NANOG	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
POU5F1	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
ERAS	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
CLDN6	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
SLC35D3	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
TDGF1	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
LEF1	Precursor cell	Stem cell	Epiblast cells	Epiblast cells
CD24	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CEACAM1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ST6GAL1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGB4	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
IL1R1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PROM1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
MUC1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ICAM1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT14	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGAL	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CD2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KLK3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGA5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGA4	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGA2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT16	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SCNN1A	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT15	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITGA1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SCNN1B	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SCNN1D	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SCNN1G	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
IFI16	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
BOK	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
NKD1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
FZD6	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
DKK3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
NRP2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SFRP5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
RAI14	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
DEFB1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KLK1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
AGR2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
APOA1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GPA33	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ANPEP	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CRYBA1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
BMI1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
BRCA1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
MUC16	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CEACAM5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CTSE	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SCGB1A1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
EXO1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
FOXA1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GABRP	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GGT1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KRT13	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
LTF	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SLC46A2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KLK10	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
P2RX7	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CDKN2A	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
TP63	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CDH3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PSCA	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
AGER	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ZFP42	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SPRR1B	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SI	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
TM4SF20	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SYCN	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PIGR	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
MUC13	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SELENBP1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ELF3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
TSPAN1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GUCA2A	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PHGR1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
LYPD8	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
LGALS4	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GATA2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SEC23B	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
TSPAN8	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
DLX5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
DGAT2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ITPR2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
THRSP	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PLA2G4A	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SLC25A48	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PGR	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
FERMT1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
EHF	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PLEKHS1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CDKL1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
MECOM	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
MSX1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
RNF128	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ANLN	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CKAP2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
HMMR	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KIF15	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CKAP2L	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KIF20B	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
HIRIP3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
INCENP	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
KIF23	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PRC1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ECT2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CXCL10	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CXCL8	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CCL20	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CXCL17	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PRG4	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
ALOX15	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
F5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
EMILIN2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
SPTSSB	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
FMO5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
IVL	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
VSIG2	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
AQP3	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
PAQR5	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
CLDN1	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
OCLN	Epithelial cell	Epithelial cells	Epithelial cells	Epithelial cells
GHRL	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
ANXA13	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
PHGR1	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
BMP4	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
HMGCS2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
TM4SF5	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
ASGR1	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
COX6A2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
NPY1R	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
FAXDC2	Epithelial cell	Secretory cell	Pancreas exocrine glandular cell	Epsilon cells
